goodnight546,
goodnight546,I’m sitting at my computer enjoying my earl grey.
goodnight546,You all have a great weekend!
goodnight546,
goodnight322,
goodnight322,11:52 PM on my bed.
goodnight322,I’m going to make this quick tonight since I want to go to bed soon.
goodnight322,Nothing much special to write about just work and home.
goodnight322,Worked out on lunch break and skating after work.
goodnight322,It was good decision to go out skating.
goodnight322,It always makes me feel better.
goodnight322,Salad for dinner with some Indian bean dish that J made.
goodnight322,Had a bottle of beer and talked my mom and grand mom on the phone for about 30 mins.
goodnight322,I feel always sorry for my parent that I haven’t really gave them back anything yet.
goodnight322,Despite all the support I got from them.
goodnight322,Although I know they are good, I feel like I still owe them a lot including my sister and grand mom too.
goodnight322,This is the one of the reasons that I want to be success and give them back more than I received.
goodnight322,I just need to keep try and try to get things I want and get there where I want to be.
goodnight322,Yes, I gotta be more smart and work more harder cause I’m not even close yet.
goodnight322,I will never give up and one day I will get all of them!
goodnight322,
goodnight712,
goodnight712,Newport beach 2012.
goodnight712,I had to drive down to Orange County for an interview.
goodnight712,After the interview I decided to stop by at Newport beach.
goodnight712,Just walked around for little bit with lots of thoughts in my head.
goodnight712,Well lately I’ve been thinking a lot for everything lol
goodnight712,
goodnight507,
goodnight507,It’s raining again and I feel tired already.
goodnight507,Last night I ate 3 donuts and a half bag of potato chip before the bed.
goodnight507,I am not planning to do that again tonight.
goodnight507,Work became little stressful on past couple days but does not bug me that much.
goodnight507,well that’s it!
goodnight507,
goodnight341,
goodnight341,I think I’m going to work on iOS app for GoodnightJournal.
goodnight341,I don’t really know how long this will take but I already started to look for resource to make it happen.
goodnight341,Hopefully it won’t take that long.
goodnight341,After that, maybe a new look on main site.
goodnight341,Well just a thought on my head now.
goodnight341,We will see.
goodnight341,I’m adding iPhone app for this site to my to do list.
goodnight341,It’s been snowing here in Chicago and it’s got pretty nasty out there already.
goodnight341,It is also freezing cold.
goodnight341,11:27PM on my bed just surfing internet.
goodnight341,Still don’t really feel good hopefully I get better when I wake up tomorrow.
goodnight341,I have been thinking today that I should spend more time on my projects.
goodnight341,I have been spending too much time going out and stuffs lately with all that holidays.
goodnight341,It’s is time for me to get back to work.
goodnight341,You know what you gotta do for what you want to achieve!
goodnight341,Goodnight everyone!
goodnight341,
goodnight457,
goodnight457,I haven’t had enough sleep this week from Monday cause of working on the new project.
goodnight457,I was up till like 2 AM and 4 AM 2 days ago.
goodnight457,Tonight, I’m gonna go to sleep early.
goodnight457,I’m really sleepy right now and I have just finished the thing that I planned to do for tonight.
goodnight457,Just for reminder for TMW on my new project.
goodnight457,– edit display custom fields
goodnight457,– backend map data load
goodnight457,– date format and calendar
goodnight457,– Emphasize find function 
goodnight457,I guess that’s enough for tomorrow.
goodnight457,It’s 10:32 PM here right now and I’m ready to sleep after the diary.
goodnight457,It’s going to be below zero Fahrenheit tomorrow.
goodnight457,goodnight people!
goodnight457,
goodnight386,
goodnight386,It’s Thursday already.
